순번,대학(원),학과(부),학년,이수구분,학수번호,교과목명,교과목명(영문),담당교수,Teaching method,수업방법,시간표,학점,강의실
566,공과대학,전기공학과,1,기초과학,EM06006001,물리,PHYSICS,김성원,on and offline class,온라인(동영상)+오프라인, [SI416:수(7-8A)(8B-9)],3,제8호관 공과대학·도시과학대학-416 강의실(소)-5[SI416]
567,공과대학,전기공학과,1,기초과학,EM06006002,물리,PHYSICS,이영희,on and offline class,온라인(동영상)+오프라인, [SI322:수(7-8A)(8B-9)],3,제8호관 공과대학·도시과학대학-322 강의실(중)-3[SI322]
568,공과대학,전기공학과,1,전공선택,EJ06110001,전기공학개론,INTRODUCTION TO ELECTRICAL ENGINEERING,이병훈,online class,온라인(동영상), [ZZ200:화(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
569,공과대학,전기공학과,1,전공선택,EJ06110002,전기공학개론,INTRODUCTION TO ELECTRICAL ENGINEERING,이병훈,online class,온라인(동영상), [ZZ200:화(야4)(야5)(야6)],3,가상건물-200 온라인강의실[ZZ200]
570,공과대학,전기공학과,2,전공기초,0006622001,공학수학(2),ENGINEERING  MATHEMATICS(2),안덕주,online class,온라인(동영상), [ZZ200:월(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
571,공과대학,전기공학과,2,전공기초,0006622002,공학수학(2),ENGINEERING  MATHEMATICS(2),안덕주,online class,온라인(동영상), [ZZ200:월(야4)(야5)(야6)],3,가상건물-200 온라인강의실[ZZ200]
572,공과대학,전기공학과,2,전공기초,EK06057001,전기실험(1),ELECTRIC EXPERIMENT(1),김상남,on and offline class,온라인(동영상)+오프라인, [SI211:화(6)] [ZZ200:(5)],1,"제8호관 공과대학·도시과학대학-211 기초전기실험실[SI211], 가상건물-200 온라인강의실[ZZ200]"
573,공과대학,전기공학과,2,전공기초,EK06057002,전기실험(1),ELECTRIC EXPERIMENT(1),김상남,on and offline class,온라인(동영상)+오프라인, [SI211:화(8)] [ZZ200:(7)],1,"제8호관 공과대학·도시과학대학-211 기초전기실험실[SI211], 가상건물-200 온라인강의실[ZZ200]"
574,공과대학,전기공학과,2,전공기초,EK06057003,전기실험(1),ELECTRIC EXPERIMENT(1),박재세,on and offline class,온라인(화상)+오프라인, [SI211:수(6)(7)],1,제8호관 공과대학·도시과학대학-211 기초전기실험실[SI211]
575,공과대학,전기공학과,2,전공기초,EK06057004,전기실험(1),ELECTRIC EXPERIMENT(1),박재세,on and offline class,온라인(화상)+오프라인, [SI211:수(8)(9)],1,제8호관 공과대학·도시과학대학-211 기초전기실험실[SI211]
576,공과대학,전기공학과,2,전공필수,EPB6007001,전자기학(2),ELECTRO MAGNETICS(2),이우찬,online class,온라인(동영상), [ZZ200:수(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
577,공과대학,전기공학과,2,전공필수,EPB6007002,전자기학(2),ELECTRO MAGNETICS(2),이우찬,online class,온라인(동영상), [ZZ200:수(야4)(야5)(야6)],3,가상건물-200 온라인강의실[ZZ200]
578,공과대학,전기공학과,2,전공필수,EPB6008001,회로이론(2),CIRCUIT THEORY(2),정영식,online class,온라인(동영상), [ZZ200:목(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
579,공과대학,전기공학과,2,전공필수,EPB6008002,회로이론(2),CIRCUIT THEORY(2),정영식,online class,온라인(동영상), [ZZ200:목(야4)(야5)(야6)],3,가상건물-200 온라인강의실[ZZ200]
580,공과대학,전기공학과,2,전공선택,0004262001,임베디드시스템개론,Introduction to Embedded Systems,윤한신,online class,온라인(동영상), [ZZ200:금(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
581,공과대학,전기공학과,2,전공선택,0006716001,전기에너지변환공학,ENERGY CONVERSION TO ELECTRIC POWER,파텔 말케시쿠마(Patel M),on and offline class,온라인(동영상)+오프라인, [SY2102:화(9)] [ZZ200:금(8)(9)],3,"제28호관 도시과학대학-102 강의실[SY2102], 가상건물-200 온라인강의실[ZZ200]"
582,공과대학,전기공학과,2,전공선택,EPB6072001,전자공학,ELECTRONIC ENGINEERING,김준석,online class,온라인(동영상+화상), [SI322:목(5)] [ZZ200:화(야1)(야2)],3,"제8호관 공과대학·도시과학대학-322 강의실(중)-3[SI322], 가상건물-200 온라인강의실[ZZ200]"
583,공과대학,전기공학과,3,전공필수,0003178001,시스템제어,SYSTEM CONTROL,강창묵,online class,온라인(동영상), [ZZ200:화(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
584,공과대학,전기공학과,3,전공필수,0003178002,시스템제어,SYSTEM CONTROL,강창묵,online class,온라인(동영상), [ZZ200:화(야4)(야5)(야6)],3,가상건물-200 온라인강의실[ZZ200]
585,공과대학,전기공학과,3,전공필수,0006692001,전기기기(2),ELECTRIC MACHINERY(2),허진,online class,온라인(동영상), [ZZ200:수(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
586,공과대학,전기공학과,3,전공필수,0006692002,전기기기(2),ELECTRIC MACHINERY(2),허진,online class,온라인(동영상), [ZZ200:수(야4)(야5)(야6)],3,가상건물-200 온라인강의실[ZZ200]
587,공과대학,전기공학과,3,전공필수,EK06025001,송배전공학,TRANSMISSION AND DISTRIBUTION ENGINEERING,김용하,online class,온라인(동영상), [ZZ200:월(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
588,공과대학,전기공학과,3,전공필수,EK06025002,송배전공학,TRANSMISSION AND DISTRIBUTION ENGINEERING,김용하,online class,온라인(동영상), [ZZ200:월(야4)(야5)(야6)],3,가상건물-200 온라인강의실[ZZ200]
589,공과대학,전기공학과,3,전공선택,0006687001,캡스톤설계(1),CAPSTON DESIGN(1),김학만,offline class,오프라인, [SI211:월(6)(7)(8)(9)],2,제8호관 공과대학·도시과학대학-211 기초전기실험실[SI211]
590,공과대학,전기공학과,3,전공선택,0006687002,캡스톤설계(1),CAPSTON DESIGN(1),허진,offline class,오프라인, [SI224:월(6)(7)(8)(9)],2,제8호관 공과대학·도시과학대학-224 전기설계실험실[SI224]
591,공과대학,전기공학과,3,전공선택,0006687003,캡스톤설계(1),CAPSTON DESIGN(1),윤주형,offline class,오프라인, [SI213:월(6)(7)(8)(9)],2,제8호관 공과대학·도시과학대학-213 디지털실험실[SI213]
592,공과대학,전기공학과,3,전공선택,0009458001,아날로그RF회로,Analogue RF Circuit,안덕주,online class,온라인(동영상), [ZZ200:금(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
593,공과대학,전기공학과,3,전공선택,0009459001,전력변환응용,Power Conversion Application,윤한신,online class,온라인(동영상), [ZZ200:금(야4)(야5)(야6)],3,가상건물-200 온라인강의실[ZZ200]
594,공과대학,전기공학과,3,전공선택,EPB6052001,전력전자설계,POWER ELECTRONICS DESIGN,김준석,on and offline class,온라인(동영상)+오프라인, [SI211:목(6)(7)] [ZZ200:(야1)(야2)],3,"제8호관 공과대학·도시과학대학-211 기초전기실험실[SI211], 가상건물-200 온라인강의실[ZZ200]"
595,공과대학,전기공학과,4,전공선택,0003423001,센서공학,Sensor Engineering,윤주형,online class,온라인(동영상), [ZZ200:금(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
596,공과대학,전기공학과,4,전공선택,0004413001,스마트그리드,Smart Grid,김학만,online class,온라인(동영상), [ZZ200:화(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
597,공과대학,전기공학과,4,전공선택,0004932001,나노기술에너지공학,Nanotechnology and Energy Applications,김준동,on and offline class,온라인(동영상)+오프라인, [SI515:화(1)] [ZZ200:월(8)(9)],3,"제8호관 공과대학·도시과학대학-515 세미나실(대)[SI515], 가상건물-200 온라인강의실[ZZ200]"
598,공과대학,전기공학과,4,전공선택,EPB6030001,전력계통공학,POWER SYSTEM ANALYSIS,우성민,online class,온라인(동영상), [ZZ200:수(야1)(야2)(야3)],3,가상건물-200 온라인강의실[ZZ200]
599,공과대학,전자공학과,전학년,전공선택,0009062021,RISE,RISE,나태희,offline class,오프라인, [SI528:월(야1)(야2)(야3)],3,제8호관 공과대학·도시과학대학-528 SVC연구실험실[SI528]
600,공과대학,전자공학과,전학년,전공선택,0009062022,RISE,RISE,홍연찬,on and offline class,온라인(동영상)+오프라인, [SI419:월(야2)(야3)(야4)],3,제8호관 공과대학·도시과학대학-419 캡스턴디자인실습실1[SI419]
601,공과대학,전자공학과,전학년,전공선택,0009062023,RISE,RISE,변상원,on and offline class,온라인(화상)+오프라인, [SI362:수(야1)(야2)(야3)],3,제8호관 공과대학·도시과학대학-362 바이오전자공학연구실험실[SI362]
602,공과대학,전자공학과,전학년,전공선택,0009062024,RISE,RISE,최욱,on and offline class,온라인(동영상)+오프라인, [SI527:월(야1)(야2)(야3)],3,제8호관 공과대학·도시과학대학-527 영상인식연구실험실[SI527]
603,공과대학,전자공학과,전학년,전공선택,0009062025,RISE,RISE,김훈,on and offline class,온라인(동영상)+오프라인, [SI318:월(야1)(야2)(야3)],3,제8호관 공과대학·도시과학대학-318 멀티미디어실험실[SI318]
604,공과대학,전자공학과,1,교양필수,XAA1359012,대학수학(2),CALCULUS(2),,on and offline class,온라인(동영상)+오프라인, [SI518:화(1)(2)(3)],3,제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]
605,공과대학,전자공학과,1,교양필수,XAA1359013,대학수학(2),CALCULUS(2),,on and offline class,온라인(동영상)+오프라인, [SI433:화(1)(2)(3)],3,제8호관 공과대학·도시과학대학-433 강의실(중)-5  [SI433]
606,공과대학,전자공학과,1,기초과학,0000102006,물리(2),PHYSICS(2),이영희,on and offline class,온라인(동영상)+오프라인, [SF335:화(7-8A)(8B-9)],3,제5호관 자연과학대학·생명과학기술대학-335 강의실-대(계단식)[SF335]
607,공과대학,전자공학과,1,기초과학,0000102007,물리(2),PHYSICS(2),김진영,on and offline class,온라인(동영상)+오프라인, [SI518:화(7-8A)(8B-9)],3,제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]
608,공과대학,전자공학과,1,전공필수,EPC6047001,디지털논리설계,DIGITAL LOGIC DESIGN,김교선,on and offline class,온라인(동영상)+오프라인, [SI518:목(5)(6)] [SY2102:수(3)],3,"제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518], 제28호관 도시과학대학-102 강의실[SY2102]"
609,공과대학,전자공학과,1,전공필수,EPC6047002,디지털논리설계,DIGITAL LOGIC DESIGN,김교선,on and offline class,온라인(동영상)+오프라인, [SI321:목(7)(8)] [SY2102:수(2)],3,"제8호관 공과대학·도시과학대학-321 강의실(소)-2[SI321], 제28호관 도시과학대학-102 강의실[SY2102]"
610,공과대학,전자공학과,1,전공필수,EPC6047003,디지털논리설계,DIGITAL LOGIC DESIGN,김교선,on and offline class,온라인(동영상)+오프라인, [SI518:목(2)(3)] [SY2102:수(5)],3,"제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518], 제28호관 도시과학대학-102 강의실[SY2102]"
611,공과대학,전자공학과,1,전공선택,0007801039,자기설계세미나II,Self - Design Seminar II,구경헌,on and offline class,온라인(화상)+오프라인, [SI433:수(6)],1,제8호관 공과대학·도시과학대학-433 강의실(중)-5  [SI433]
612,공과대학,전자공학과,1,전공선택,EP01004001,컴퓨터프로그래밍,COMPUTER PROGRAMMING,박재삼,on and offline class,온라인(화상)+오프라인," [SI326:수(2),목(7)(8)]",3,제8호관 공과대학·도시과학대학-326 컴퓨터실험실[SI326]
613,공과대학,전자공학과,1,전공선택,EP01004002,컴퓨터프로그래밍,COMPUTER PROGRAMMING,박재삼,on and offline class,온라인(화상)+오프라인," [SI326:수(3),목(5)(6)]",3,제8호관 공과대학·도시과학대학-326 컴퓨터실험실[SI326]
614,공과대학,전자공학과,2,전공기초,EPC6060001,확률변수론,PROBABILITY AND RANDOM VARIABLE,변윤식,on and offline class,온라인(동영상)+오프라인, [SI321:목(3)(4)] [SI518:월(3)],3,"제8호관 공과대학·도시과학대학-321 강의실(소)-2[SI321], 제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]"
615,공과대학,전자공학과,2,전공기초,EPC6060002,확률변수론,PROBABILITY AND RANDOM VARIABLE,유용석,online class,온라인(동영상)," [SI223:화(3),목(3)(4)]",3,제8호관 공과대학·도시과학대학-223 스마트시스템 실습실[SI223]
616,공과대학,전자공학과,2,전공기초,EPC6060003,확률변수론,PROBABILITY AND RANDOM VARIABLE,유용석,online class,온라인(동영상)," [SI321:화(5),목(1)(2)]",3,제8호관 공과대학·도시과학대학-321 강의실(소)-2[SI321]
617,공과대학,전자공학과,2,전공필수,EPC6003001,기초회로실험,BASIC CIRCUITS EXPERIMENTS,김영현,on and offline class,온라인(동영상)+오프라인, [SI316:금(6)(7)],1,제8호관 공과대학·도시과학대학-316 기초전자회로실험실[SI316]
618,공과대학,전자공학과,2,전공필수,EPC6003002,기초회로실험,BASIC CIRCUITS EXPERIMENTS,김영현,on and offline class,온라인(동영상)+오프라인, [SI316:금(8)(9)],1,제8호관 공과대학·도시과학대학-316 기초전자회로실험실[SI316]
619,공과대학,전자공학과,2,전공필수,EPC6003003,기초회로실험,BASIC CIRCUITS EXPERIMENTS,백주기,on and offline class,온라인(동영상)+오프라인, [SI316:수(6)(7)],1,제8호관 공과대학·도시과학대학-316 기초전자회로실험실[SI316]
620,공과대학,전자공학과,2,전공필수,EPC6003004,기초회로실험,BASIC CIRCUITS EXPERIMENTS,백주기,on and offline class,온라인(동영상)+오프라인, [SI316:수(8)(9)],1,제8호관 공과대학·도시과학대학-316 기초전자회로실험실[SI316]
621,공과대학,전자공학과,2,전공선택,EPC6041001,전자장,ELECTROMAGNETIC FIELDS,서정현,on and offline class,온라인(동영상)+오프라인, [SI321:화(2)(3)] [SI433:월(6)],3,"제8호관 공과대학·도시과학대학-321 강의실(소)-2[SI321], 제8호관 공과대학·도시과학대학-433 강의실(중)-5  [SI433]"
622,공과대학,전자공학과,2,전공선택,EPC6041002,전자장,ELECTROMAGNETIC FIELDS,전석희,online class,온라인(동영상), [SI223:화(6)(7)] [SI433:월(3)],3,"제8호관 공과대학·도시과학대학-223 스마트시스템 실습실[SI223], 제8호관 공과대학·도시과학대학-433 강의실(중)-5  [SI433]"
623,공과대학,전자공학과,2,전공선택,EPC6041003,전자장,ELECTROMAGNETIC FIELDS,서정현,on and offline class,온라인(동영상)+오프라인, [SI433:수(2)(3)] [SI518:월(8)],3,"제8호관 공과대학·도시과학대학-433 강의실(중)-5  [SI433], 제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]"
624,공과대학,전자공학과,2,전공선택,EPC6048001,물리전자,PHYSICAL ELECTRONICS,박종태,on and offline class,온라인(동영상)+오프라인, [SI321:화(6)(7)] [SI518:월(7)],3,"제8호관 공과대학·도시과학대학-321 강의실(소)-2[SI321], 제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]"
625,공과대학,전자공학과,2,전공선택,EPC6048002,물리전자,PHYSICAL ELECTRONICS,박종태,on and offline class,온라인(동영상)+오프라인, [SI223:화(8)(9)] [SI518:월(6)],3,"제8호관 공과대학·도시과학대학-223 스마트시스템 실습실[SI223], 제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]"
626,공과대학,전자공학과,2,전공선택,EPC6048003,물리전자,PHYSICAL ELECTRONICS,진성훈,on and offline class,온라인(동영상)+오프라인, [SI419:목(8)(9)] [SI518:월(9)],3,"제8호관 공과대학·도시과학대학-419 캡스턴디자인실습실1[SI419], 제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]"
627,공과대학,전자공학과,2,전공선택,EPC6049001,회로망이론,NETWORK THEORY,나태희,online class,온라인(동영상), [SI321:화(8)] [SI419:목(6)(7)],3,"제8호관 공과대학·도시과학대학-321 강의실(소)-2[SI321], 제8호관 공과대학·도시과학대학-419 캡스턴디자인실습실1[SI419]"
628,공과대학,전자공학과,2,전공선택,EPC6049002,회로망이론,NETWORK THEORY,송준영,on and offline class,온라인(동영상)+오프라인, [SI223:목(6)(7)] [SI518:수(6)],3,"제8호관 공과대학·도시과학대학-223 스마트시스템 실습실[SI223], 제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]"
629,공과대학,전자공학과,2,전공선택,EPC6049003,회로망이론,NETWORK THEORY,송준영,on and offline class,온라인(동영상)+오프라인, [SI321:금(2)(3)] [SI518:수(5)],3,"제8호관 공과대학·도시과학대학-321 강의실(소)-2[SI321], 제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]"
630,공과대학,전자공학과,2,전공선택,IAC3001001,데이터구조및알고리즘,DATA STRUCTURE AND ALGORITHM,김교선,online class,온라인(동영상), [SI518:토(2)(3)(4)],3,제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]
631,공과대학,전자공학과,3,전공필수,0007918001,IoT응용실험,IoT applications Lab.,이병진,on and offline class,온라인(동영상)+오프라인, [SI326:금(1)(2)],1,제8호관 공과대학·도시과학대학-326 컴퓨터실험실[SI326]
632,공과대학,전자공학과,3,전공필수,0007918002,IoT응용실험,IoT applications Lab.,이병진,on and offline class,온라인(동영상)+오프라인, [SI326:금(3)(4)],1,제8호관 공과대학·도시과학대학-326 컴퓨터실험실[SI326]
633,공과대학,전자공학과,3,전공필수,0007918003,IoT응용실험,IoT applications Lab.,이병진,on and offline class,온라인(동영상)+오프라인, [SI326:금(6)(7)],1,제8호관 공과대학·도시과학대학-326 컴퓨터실험실[SI326]
634,공과대학,전자공학과,3,전공필수,0007918004,IoT응용실험,IoT applications Lab.,이병진,on and offline class,온라인(동영상)+오프라인, [SI326:금(8)(9)],1,제8호관 공과대학·도시과학대학-326 컴퓨터실험실[SI326]
635,공과대학,전자공학과,3,전공필수,EPC6052001,전자회로설계,ELECTRONIC CIRCUIT DESIGN,나태희,online class,온라인(동영상), [SI518:화(5)(6)] [ZZ200:목(5)],3,"제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518], 가상건물-200 온라인강의실[ZZ200]"
636,공과대학,전자공학과,3,전공필수,EPC6052002,전자회로설계,ELECTRONIC CIRCUIT DESIGN,나태희,online class,온라인(동영상)," [ZZ200:화(2)(3),목(3)]",3,가상건물-200 온라인강의실[ZZ200]
637,공과대학,전자공학과,3,전공선택,0005947001,반도체 공정 기초,Fundamentals of Semiconductor Process Technology,진성훈,on and offline class,온라인(동영상)+오프라인," [SI433:월(4)(5),수(5)]",3,제8호관 공과대학·도시과학대학-433 강의실(중)-5  [SI433]
638,공과대학,전자공학과,3,전공선택,0008865001,딥러닝,Deep Learning,최욱,on and offline class,온라인(동영상)+오프라인, [SI321:월(6)(7)] [SI326:수(8)],3,"제8호관 공과대학·도시과학대학-321 강의실(소)-2[SI321], 제8호관 공과대학·도시과학대학-326 컴퓨터실험실[SI326]"
639,공과대학,전자공학과,3,전공선택,0008865002,딥러닝,Deep Learning,최욱,on and offline class,온라인(동영상)+오프라인, [SI321:월(8)(9)] [SI326:수(9)],3,"제8호관 공과대학·도시과학대학-321 강의실(소)-2[SI321], 제8호관 공과대학·도시과학대학-326 컴퓨터실험실[SI326]"
640,공과대학,전자공학과,3,전공선택,EPC6023001,마이크로파공학,MICROWAVE ENGINEERIG,구경헌,on and offline class,온라인(동영상)+오프라인, [SI433:목(3)(4)] [SI518:수(9)],3,"제8호관 공과대학·도시과학대학-433 강의실(중)-5  [SI433], 제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]"
641,공과대학,전자공학과,3,전공선택,EPC6023002,마이크로파공학,MICROWAVE ENGINEERIG,구경헌,on and offline class,온라인(동영상)+오프라인, [SI433:목(5)(6)] [SI518:수(8)],3,"제8호관 공과대학·도시과학대학-433 강의실(중)-5  [SI433], 제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]"
642,공과대학,전자공학과,3,전공선택,EPC6054001,디지털통신,DIGITAL COMMUNICATION,양운근,online class,온라인(동영상+화상)," [SI518:수(2),목(8)(9)]",3,제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]
643,공과대학,전자공학과,3,전공선택,EPC6055001,디지털집적회로,DIGITAL INTEGRATED CIRCUIT,정재용,on and offline class,온라인(동영상)+오프라인, [SI326:수(6)(7)] [SI433:목(1)(2)],3,"제8호관 공과대학·도시과학대학-326 컴퓨터실험실[SI326], 제8호관 공과대학·도시과학대학-433 강의실(중)-5  [SI433]"
644,공과대학,전자공학과,3,전공선택,EPC6056001,디지털신호처리,DIGITAL SIGNAL PROCESSING,변상원,online class,온라인(동영상), [SI321:목(6)] [SI419:화(2)(3)],3,"제8호관 공과대학·도시과학대학-321 강의실(소)-2[SI321], 제8호관 공과대학·도시과학대학-419 캡스턴디자인실습실1[SI419]"
645,공과대학,전자공학과,3,전공선택,EPC6056002,디지털신호처리,DIGITAL SIGNAL PROCESSING,변상원,online class,온라인(동영상), [SI433:화(5)(6)] [SI518:목(7)],3,"제8호관 공과대학·도시과학대학-433 강의실(중)-5  [SI433], 제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]"
646,공과대학,전자공학과,3,전공선택,EPC6056003,디지털신호처리,DIGITAL SIGNAL PROCESSING,변윤식,on and offline class,온라인(동영상)+오프라인, [SI433:화(7)(8)] [SI518:월(2)],3,"제8호관 공과대학·도시과학대학-433 강의실(중)-5  [SI433], 제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]"
647,공과대학,전자공학과,4,전공필수,0009790001,캡스턴디자인2,Capstone Design 2,홍연찬,on and offline class,온라인(동영상)+오프라인, [SI433:월(9)] [SI515:수(5)(6)],3,"제8호관 공과대학·도시과학대학-433 강의실(중)-5  [SI433], 제8호관 공과대학·도시과학대학-515 세미나실(대)[SI515]"
648,공과대학,전자공학과,4,전공선택,0010080001,빅데이터공학,Big Data Engineering,김훈,online class,온라인(동영상)," [SI318:월(2),목(2)(3)]",3,제8호관 공과대학·도시과학대학-318 멀티미디어실험실[SI318]
649,공과대학,전자공학과,4,전공선택,0010080002,빅데이터공학,Big Data Engineering,김훈,online class,온라인(동영상)," [SI318:월(3),화(2)(3)]",3,제8호관 공과대학·도시과학대학-318 멀티미디어실험실[SI318]
650,공과대학,전자공학과,4,전공선택,EPC6029001,광통신공학,OPTICAL FIBER COMMUNICATION,전석희,online class,온라인(동영상)," [SI419:화(8)(9),목(5)]",3,제8호관 공과대학·도시과학대학-419 캡스턴디자인실습실1[SI419]
651,공과대학,전자공학과,4,전공선택,EPC6057001,제어시스템설계,CONTROL SYSTEM DESIGN,홍연찬,on and offline class,온라인(동영상)+오프라인," [SI433:월(8),수(7)(8)]",3,제8호관 공과대학·도시과학대학-433 강의실(중)-5  [SI433]
652,공과대학,전자공학과,4,전공선택,EPC6073001,디스플레이공학,DISPLAY ENGINEERING,서정현,on and offline class,온라인(동영상)+오프라인, [SI433:월(7)] [ZZ200:목(6)(7)],3,"제8호관 공과대학·도시과학대학-433 강의실(중)-5  [SI433], 가상건물-200 온라인강의실[ZZ200]"
653,공과대학,전자공학과(야),1,교양필수,XAA1359011,대학수학(2),CALCULUS(2),정유정,on and offline class,온라인(동영상)+오프라인, [SI515:목(야1)(야2)(야3)],3,제8호관 공과대학·도시과학대학-515 세미나실(대)[SI515]
654,공과대학,전자공학과(야),1,기초과학,0000102005,물리(2),PHYSICS(2),김성원,on and offline class,온라인(동영상)+오프라인, [SI518:화(야1)(야2)(야3)],3,제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]
655,공과대학,전자공학과(야),1,전공필수,EPC6047004,디지털논리설계,DIGITAL LOGIC DESIGN,김교선,on and offline class,온라인(동영상)+오프라인, [SI518:금(야1)(야2)] [SY2102:수(야1)],3,"제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518], 제28호관 도시과학대학-102 강의실[SY2102]"
656,공과대학,전자공학과(야),1,전공선택,EP01004003,컴퓨터프로그래밍,COMPUTER PROGRAMMING,박재삼,on and offline class,온라인(화상)+오프라인," [SI326:수(야2),목(야4)(야5)]",3,제8호관 공과대학·도시과학대학-326 컴퓨터실험실[SI326]
657,공과대학,전자공학과(야),2,전공기초,EPC6060004,확률변수론,PROBABILITY AND RANDOM VARIABLE,유용석,online class,온라인(동영상)," [SI321:화(야3),목(야1)(야2)]",3,제8호관 공과대학·도시과학대학-321 강의실(소)-2[SI321]
658,공과대학,전자공학과(야),2,전공필수,EPC6003005,기초회로실험,BASIC CIRCUITS EXPERIMENTS,백주기,on and offline class,온라인(동영상)+오프라인, [SI316:수(야1)(야2)],1,제8호관 공과대학·도시과학대학-316 기초전자회로실험실[SI316]
659,공과대학,전자공학과(야),2,전공선택,EPC6041004,전자장,ELECTROMAGNETIC FIELDS,전석희,online class,온라인(동영상)," [SI518:월(야3),목(야3)(야4)]",3,제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]
660,공과대학,전자공학과(야),2,전공선택,EPC6048004,물리전자,PHYSICAL ELECTRONICS,박종태,on and offline class,온라인(동영상)+오프라인," [SI518:월(야2),화(야4)(야5)]",3,제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]
661,공과대학,전자공학과(야),2,전공선택,EPC6049004,회로망이론,NETWORK THEORY,박종욱,on and offline class,온라인(동영상)+오프라인, [SI321:화(야1)(야2)] [SI518:월(야1)],3,"제8호관 공과대학·도시과학대학-321 강의실(소)-2[SI321], 제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]"
662,공과대학,전자공학과(야),2,전공선택,IAC3001002,데이터구조및알고리즘,DATA STRUCTURE AND ALGORITHM,김교선,online class,온라인(동영상), [SI518:토(6)(7)(8)],3,제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]
663,공과대학,전자공학과(야),3,전공필수,0007918005,IoT응용실험,IoT applications Lab.,이병진,on and offline class,온라인(동영상)+오프라인, [SI326:금(야1)(야2)],1,제8호관 공과대학·도시과학대학-326 컴퓨터실험실[SI326]
664,공과대학,전자공학과(야),3,전공필수,EPC6052003,전자회로설계,ELECTRONIC CIRCUIT DESIGN,나태희,online class,온라인(동영상)," [SI433:화(야1)(야2),목(야1)]",3,제8호관 공과대학·도시과학대학-433 강의실(중)-5  [SI433]
665,공과대학,전자공학과(야),3,전공선택,0005947002,반도체 공정 기초,Fundamentals of Semiconductor Process Technology,진성훈,on and offline class,온라인(동영상)+오프라인, [SI433:월(야3)(야4)] [SI518:수(야2)],3,"제8호관 공과대학·도시과학대학-433 강의실(중)-5  [SI433], 제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]"
666,공과대학,전자공학과(야),3,전공선택,0008865003,딥러닝,Deep Learning,최욱,on and offline class,온라인(동영상)+오프라인, [SI326:수(야3)] [SI433:화(야3)(야4)],3,"제8호관 공과대학·도시과학대학-326 컴퓨터실험실[SI326], 제8호관 공과대학·도시과학대학-433 강의실(중)-5  [SI433]"
667,공과대학,전자공학과(야),3,전공선택,EPC6023003,마이크로파공학,MICROWAVE ENGINEERIG,구경헌,on and offline class,온라인(동영상)+오프라인, [SI433:목(야2)(야3)] [SI518:수(야1)],3,"제8호관 공과대학·도시과학대학-433 강의실(중)-5  [SI433], 제8호관 공과대학·도시과학대학-518 강의실(대)-계단식[SI518]"
668,공과대학,전자공학과(야),3,전공선택,EPC6055002,디지털집적회로,DIGITAL INTEGRATED CIRCUIT,정재용,on and offline class,온라인(동영상)+오프라인, [SI223:월(야1)(야2)] [SI326:수(야4)(야5)],3,"제8호관 공과대학·도시과학대학-223 스마트시스템 실습실[SI223], 제8호관 공과대학·도시과학대학-326 컴퓨터실험실[SI326]"
